;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors
2606;2606;mdY3XDGtVnk;6;['ERROR'];[True];[404];[];[];;[];[];[]
2607;2607;me5ifeBFaFo;11;['images\\maxresdefault\\2607_GB_me5ifeBFaFo_0.jpg'];[False];[200];['truck'];[0.7471519];" 
";[];[([(158, 158, 158), 'Grey62'], 13140.0), ([(95, 175, 95), 'DarkSeaGreen4'], 6394.0), ([(175, 135, 95), 'LightSalmon3'], 5701.0), ([(148, 148, 148), 'Grey58'], 5363.0), ([(135, 175, 95), 'DarkOliveGreen3'], 2287.0)];[([(128, 128, 128), 'Gray'], 12412.0), ([(0, 128, 128), 'Teal'], 2725.0), ([(0, 0, 0), 'Black'], 1896.0), ([(192, 192, 192), 'Silver'], 1198.0), ([(0, 128, 0), 'Green'], 869.0)]
2608;2608;meLOY29qarc;5;['images\\maxresdefault\\2608_GB_meLOY29qarc_0.jpg'];[False];[200];['person'];[0.85451066];" 
";[];[([(18, 18, 18), 'Grey7'], 13364.0), ([(28, 28, 28), 'Grey11'], 9275.0), ([(8, 8, 8), 'Grey3'], 8009.0), ([(38, 38, 38), 'Grey15'], 5248.0), ([(48, 48, 48), 'Grey19'], 3305.0)];[([(0, 0, 0), 'Black'], 16649.0), ([(128, 128, 128), 'Gray'], 1580.0), ([(255, 255, 255), 'White'], 707.0), ([(192, 192, 192), 'Silver'], 622.0), ([(0, 0, 128), 'Navy'], 609.0)]
2609;2609;mebZJFd8_Vw;14;['images\\maxresdefault\\2609_GB_mebZJFd8_Vw_0.jpg'];[False];[200];['person'];[0.82650554];" 
";['happy', 'happy', 'happy', 'happy', 'happy', 'happy'];[([(215, 215, 0), 'Yellow3'], 4389.0), ([(0, 175, 215), 'DeepSkyBlue2'], 2847.0), ([(0, 135, 215), 'DeepSkyBlue3'], 2696.0), ([(0, 95, 135), 'DeepSkyBlue4'], 1988.0), ([(0, 95, 95), 'DeepSkyBlue4'], 1952.0)];[([(0, 128, 128), 'Teal'], 6662.0), ([(128, 128, 128), 'Gray'], 2617.0), ([(192, 192, 192), 'Silver'], 2405.0), ([(0, 255, 255), 'Cyan'], 1834.0), ([(0, 0, 0), 'Black'], 1564.0)]
2610;2610;mi2oVgaxj1k;4;['ERROR'];[True];[404];[];[];;[];[];[]
2611;2611;miY8hckQPwc;8;['images\\maxresdefault\\2611_GB_miY8hckQPwc_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person'];[0.8062832, 0.6750801, 0.6652185, 0.5637863, 0.5204505];" 
";['neutral'];[([(38, 38, 38), 'Grey15'], 6438.0), ([(48, 48, 48), 'Grey19'], 5408.0), ([(58, 58, 58), 'Grey23'], 3387.0), ([(118, 118, 118), 'Grey46'], 3340.0), ([(135, 95, 95), 'LightPink4'], 3284.0)];[([(128, 128, 128), 'Gray'], 10491.0), ([(0, 0, 0), 'Black'], 4778.0), ([(192, 192, 192), 'Silver'], 3772.0), ([(128, 0, 0), 'Maroon'], 766.0), ([(128, 128, 0), 'Olive'], 691.0)]
2612;2612;mjBIsBPG1N8;12;['images\\maxresdefault\\2612_GB_mjBIsBPG1N8_0.jpg'];[False];[200];[];[];" 
";['surprise'];[([(135, 95, 95), 'LightPink4'], 2813.0), ([(28, 28, 28), 'Grey11'], 2635.0), ([(18, 18, 18), 'Grey7'], 2274.0), ([(175, 175, 135), 'NavajoWhite3'], 1771.0), ([(255, 255, 255), 'White'], 1745.0)];[([(128, 128, 128), 'Gray'], 6063.0), ([(192, 192, 192), 'Silver'], 5316.0), ([(0, 0, 0), 'Black'], 3093.0), ([(255, 255, 255), 'White'], 2540.0), ([(128, 0, 128), 'Purple'], 926.0)]
2613;2613;mjtn3EEG65Q;12;['images\\maxresdefault\\2613_GB_mjtn3EEG65Q_0.jpg'];[False];[200];['person', 'tie'];[0.9684475, 0.65763944];"      

w “a '
A

 
";['neutral'];[([(28, 28, 28), 'Grey11'], 3893.0), ([(18, 18, 18), 'Grey7'], 3651.0), ([(128, 128, 128), 'Grey'], 2828.0), ([(135, 135, 135), 'Grey53'], 2729.0), ([(78, 78, 78), 'Grey30'], 2380.0)];[([(0, 0, 0), 'Black'], 6905.0), ([(192, 192, 192), 'Silver'], 5554.0), ([(128, 128, 128), 'Gray'], 3296.0), ([(255, 255, 255), 'White'], 3115.0), ([(128, 0, 0), 'Maroon'], 1186.0)]
2614;2614;mkpINSUnDpA;10;['images\\maxresdefault\\2614_GB_mkpINSUnDpA_0.jpg'];[False];[200];[];[];" 
";[];[([(215, 135, 95), 'LightSalmon3'], 9646.0), ([(135, 95, 0), 'Orange4'], 3831.0), ([(175, 95, 0), 'DarkOrange3'], 3093.0), ([(0, 0, 0), 'Black'], 2952.0), ([(48, 48, 48), 'Grey19'], 2806.0)];[([(128, 128, 0), 'Olive'], 8036.0), ([(128, 128, 128), 'Gray'], 6191.0), ([(128, 0, 0), 'Maroon'], 4025.0), ([(0, 0, 0), 'Black'], 1239.0), ([(192, 192, 192), 'Silver'], 1187.0)]
2615;2615;moLKl5PzZLc;10;['ERROR'];[True];[404];[];[];;[];[];[]
2616;2616;mrTNzn4-K3o;15;['images\\maxresdefault\\2616_GB_mrTNzn4-K3o_0.jpg'];[False];[200];['person'];[0.9277104];" 
";[];[([(175, 95, 95), 'IndianRed'], 4723.0), ([(8, 8, 8), 'Grey3'], 4313.0), ([(135, 95, 95), 'LightPink4'], 2916.0), ([(18, 18, 18), 'Grey7'], 2355.0), ([(175, 135, 95), 'LightSalmon3'], 1987.0)];[([(0, 0, 0), 'Black'], 6208.0), ([(192, 192, 192), 'Silver'], 5477.0), ([(128, 128, 128), 'Gray'], 5082.0), ([(128, 0, 0), 'Maroon'], 1680.0), ([(128, 128, 0), 'Olive'], 1184.0)]
2617;2617;mriYyuDmB58;7;['images\\maxresdefault\\2617_GB_mriYyuDmB58_0.jpg'];[False];[200];['person'];[0.89180785];" 
";['neutral'];[([(18, 18, 18), 'Grey7'], 8080.0), ([(28, 28, 28), 'Grey11'], 6178.0), ([(58, 58, 58), 'Grey23'], 5157.0), ([(48, 48, 48), 'Grey19'], 4892.0), ([(38, 38, 38), 'Grey15'], 4048.0)];[([(128, 128, 128), 'Gray'], 6699.0), ([(0, 0, 0), 'Black'], 5984.0), ([(128, 0, 0), 'Maroon'], 2917.0), ([(192, 192, 192), 'Silver'], 1972.0), ([(255, 255, 255), 'White'], 1291.0)]
2618;2618;ms9j25XkYoU;16;['ERROR'];[True];[404];[];[];;[];[];[]
2619;2619;muAPJiMho2Y;19;['images\\maxresdefault\\2619_GB_muAPJiMho2Y_0.jpg'];[False];[200];['person'];[0.7936119];" 
";[];[([(0, 0, 0), 'Black'], 5566.0), ([(215, 0, 0), 'Red3'], 3412.0), ([(8, 8, 8), 'Grey3'], 2993.0), ([(0, 0, 95), 'NavyBlue'], 2734.0), ([(18, 18, 18), 'Grey7'], 2722.0)];[([(0, 0, 0), 'Black'], 6064.0), ([(0, 0, 255), 'Blue'], 3725.0), ([(192, 192, 192), 'Silver'], 2900.0), ([(0, 0, 128), 'Navy'], 2544.0), ([(128, 128, 128), 'Gray'], 2525.0)]
2620;2620;muYm5x8DyLA;3;['images\\maxresdefault\\2620_GB_muYm5x8DyLA_0.jpg'];[False];[200];[];[];" 

My br&thers...
";[];[([(128, 128, 128), 'Grey'], 10559.0), ([(118, 118, 118), 'Grey46'], 8491.0), ([(138, 138, 138), 'Grey54'], 5756.0), ([(135, 135, 135), 'Grey53'], 5384.0), ([(108, 108, 108), 'Grey42'], 5322.0)];[([(128, 128, 128), 'Gray'], 13081.0), ([(0, 0, 0), 'Black'], 3352.0), ([(255, 255, 255), 'White'], 2531.0), ([(192, 192, 192), 'Silver'], 1467.0), ([(0, 0, 128), 'Navy'], 127.0)]
2621;2621;mwgUesU1pz4;17;['images\\maxresdefault\\2621_GB_mwgUesU1pz4_0.jpg'];[False];[200];[];[];"   

   

  

ya ae

SD) aca)

 
";['happy', 'happy'];[([(0, 135, 175), 'DeepSkyBlue3'], 9073.0), ([(38, 38, 38), 'Grey15'], 5043.0), ([(28, 28, 28), 'Grey11'], 4753.0), ([(18, 18, 18), 'Grey7'], 3152.0), ([(0, 95, 95), 'DeepSkyBlue4'], 3080.0)];[([(0, 128, 128), 'Teal'], 8180.0), ([(128, 128, 128), 'Gray'], 5491.0), ([(128, 128, 0), 'Olive'], 2564.0), ([(128, 0, 0), 'Maroon'], 1805.0), ([(0, 0, 0), 'Black'], 1355.0)]
2622;2622;mwpHSMv1pI4;7;['images\\maxresdefault\\2622_GB_mwpHSMv1pI4_0.jpg'];[False];[200];['person'];[0.70264894];" 
";['happy'];[([(175, 215, 215), 'LightCyan3'], 2439.0), ([(18, 18, 18), 'Grey7'], 2155.0), ([(208, 208, 208), 'Grey82'], 2092.0), ([(175, 135, 135), 'RosyBrown'], 1956.0), ([(215, 175, 175), 'MistyRose3'], 1835.0)];[([(192, 192, 192), 'Silver'], 5953.0), ([(128, 128, 128), 'Gray'], 5923.0), ([(255, 255, 0), 'Yellow'], 2681.0), ([(0, 0, 0), 'Black'], 2459.0), ([(128, 0, 0), 'Maroon'], 1674.0)]
2623;2623;mzB1VGEGcSU;23;['images\\maxresdefault\\2623_GB_mzB1VGEGcSU_0.jpg'];[False];[200];[];[];" 
";[];[([(175, 135, 95), 'LightSalmon3'], 12658.0), ([(175, 95, 95), 'IndianRed'], 9788.0), ([(135, 95, 95), 'LightPink4'], 7709.0), ([(135, 95, 0), 'Orange4'], 6592.0), ([(58, 58, 58), 'Grey23'], 3651.0)];[([(128, 0, 0), 'Maroon'], 8137.0), ([(128, 128, 0), 'Olive'], 7459.0), ([(128, 128, 128), 'Gray'], 4008.0), ([(0, 0, 0), 'Black'], 1132.0), ([(255, 255, 255), 'White'], 0.0)]
2624;2624;n0h0q0zmYHY;2;['ERROR'];[True];[404];[];[];;[];[];[]
2625;2625;n0j_CX1S2es;33;['ERROR'];[True];[404];[];[];;[];[];[]
2626;2626;n0pMQHNjtxc;5;['images\\maxresdefault\\2626_GB_n0pMQHNjtxc_0.jpg'];[False];[200];['person'];[0.9396783];" 
";[];[([(28, 28, 28), 'Grey11'], 5993.0), ([(38, 38, 38), 'Grey15'], 5039.0), ([(68, 68, 68), 'Grey27'], 4072.0), ([(18, 18, 18), 'Grey7'], 3489.0), ([(135, 95, 95), 'LightPink4'], 3446.0)];[([(0, 0, 0), 'Black'], 7998.0), ([(128, 128, 128), 'Gray'], 7813.0), ([(192, 192, 192), 'Silver'], 3439.0), ([(128, 128, 0), 'Olive'], 829.0), ([(128, 0, 0), 'Maroon'], 412.0)]
2627;2627;n1PrGpIekYY;8;['images\\maxresdefault\\2627_GB_n1PrGpIekYY_0.jpg'];[False];[200];['snowboard', 'snowboard'];[0.65116537, 0.64654255];"NialeHordn

 
";[];[([(215, 95, 95), 'IndianRed'], 16567.0), ([(215, 175, 175), 'MistyRose3'], 13373.0), ([(0, 0, 0), 'Black'], 5443.0), ([(215, 135, 135), 'LightPink3'], 5129.0), ([(255, 215, 215), 'MistyRose1'], 4592.0)];[([(192, 192, 192), 'Silver'], 8710.0), ([(128, 128, 128), 'Gray'], 7108.0), ([(0, 0, 0), 'Black'], 3209.0), ([(255, 255, 255), 'White'], 790.0), ([(128, 0, 128), 'Purple'], 446.0)]
2628;2628;n1WpP7iowLc;14;['images\\maxresdefault\\2628_GB_n1WpP7iowLc_0.jpg'];[False];[200];[];[];"   
 

ee rw LeU A)

 
";['sad', 'sad', 'sad', 'happy', 'sad', 'sad', 'sad', 'sad', 'sad', 'sad', 'fear'];[([(255, 255, 255), 'White'], 6890.0), ([(28, 28, 28), 'Grey11'], 6407.0), ([(18, 18, 18), 'Grey7'], 6005.0), ([(38, 38, 38), 'Grey15'], 5190.0), ([(48, 48, 48), 'Grey19'], 4253.0)];[([(128, 128, 128), 'Gray'], 6094.0), ([(255, 255, 255), 'White'], 5614.0), ([(0, 0, 128), 'Navy'], 3156.0), ([(0, 0, 0), 'Black'], 2324.0), ([(192, 192, 192), 'Silver'], 2210.0)]
2629;2629;n1rblnOWhmM;6;['ERROR'];[True];[404];[];[];;[];[];[]
2630;2630;n26wtR-OFr8;7;['ERROR'];[True];[404];[];[];;[];[];[]
2631;2631;n8v0HrixDHE;4;['images\\maxresdefault\\2631_GB_n8v0HrixDHE_0.jpg'];[False];[200];[];[];" 

VAS) =e =: eee
DERWENT RESERVIOR, DERBYSHIRE
";[];[([(175, 175, 135), 'NavajoWhite3'], 4382.0), ([(135, 135, 95), 'Wheat4'], 3965.0), ([(255, 255, 255), 'White'], 3720.0), ([(68, 68, 68), 'Grey27'], 3607.0), ([(78, 78, 78), 'Grey30'], 3484.0)];[([(128, 128, 128), 'Gray'], 14735.0), ([(192, 192, 192), 'Silver'], 3057.0), ([(0, 0, 0), 'Black'], 1657.0), ([(0, 128, 128), 'Teal'], 482.0), ([(0, 0, 128), 'Navy'], 378.0)]
2632;2632;nCWKrEA4FBw;24;['ERROR'];[True];[404];[];[];;[];[];[]
2633;2633;nE_TyW-7F4Q;4;['images\\maxresdefault\\2633_GB_nE_TyW-7F4Q_0.jpg'];[False];[200];['person'];[0.80725825];"   

rie,
i

>) a
";['neutral'];[([(38, 38, 38), 'Grey15'], 6786.0), ([(48, 48, 48), 'Grey19'], 5938.0), ([(28, 28, 28), 'Grey11'], 5823.0), ([(58, 58, 58), 'Grey23'], 5065.0), ([(135, 95, 95), 'LightPink4'], 3578.0)];[([(128, 128, 128), 'Gray'], 6441.0), ([(0, 0, 0), 'Black'], 4394.0), ([(0, 0, 128), 'Navy'], 2962.0), ([(192, 192, 192), 'Silver'], 1946.0), ([(128, 0, 0), 'Maroon'], 1840.0)]
2634;2634;nFmSepfF48o;14;['images\\maxresdefault\\2634_GB_nFmSepfF48o_0.jpg'];[False];[200];['person'];[0.86230594];" 
";[];[([(255, 255, 255), 'White'], 18707.0), ([(215, 175, 135), 'Tan'], 6333.0), ([(135, 95, 95), 'LightPink4'], 4320.0), ([(58, 58, 58), 'Grey23'], 4124.0), ([(175, 135, 95), 'LightSalmon3'], 3906.0)];[([(192, 192, 192), 'Silver'], 7398.0), ([(128, 128, 128), 'Gray'], 6997.0), ([(128, 128, 0), 'Olive'], 2699.0), ([(128, 0, 0), 'Maroon'], 2587.0), ([(255, 255, 255), 'White'], 814.0)]
2635;2635;nFpEuUY-zQ0;14;['images\\maxresdefault\\2635_GB_nFpEuUY-zQ0_0.jpg'];[False];[200];['person', 'person', 'cell phone'];[0.9279103, 0.8168666, 0.7187152];"    
   
 

PY
Bay

=
= a
: x . a J
— M

oa ; \

real
eer a?
=

et eS ‘' eS
";[];[([(0, 0, 0), 'Black'], 10448.0), ([(28, 28, 28), 'Grey11'], 4314.0), ([(38, 38, 38), 'Grey15'], 3671.0), ([(48, 48, 48), 'Grey19'], 3588.0), ([(58, 58, 58), 'Grey23'], 3447.0)];[([(0, 0, 0), 'Black'], 8335.0), ([(128, 128, 128), 'Gray'], 6229.0), ([(192, 192, 192), 'Silver'], 2242.0), ([(128, 0, 0), 'Maroon'], 1771.0), ([(255, 255, 255), 'White'], 1086.0)]
2636;2636;nIPt7dJrSXw;5;['ERROR'];[True];[404];[];[];;[];[];[]
2637;2637;nIwCVaYR-HU;5;['images\\maxresdefault\\2637_GB_nIwCVaYR-HU_0.jpg'];[False];[200];[];[];" 
     

_—_

. a ne t |

1% oie

   

 
";[];[([(135, 95, 95), 'LightPink4'], 6120.0), ([(135, 135, 95), 'Wheat4'], 4128.0), ([(255, 215, 215), 'MistyRose1'], 3986.0), ([(215, 215, 175), 'LightYellow3'], 2713.0), ([(215, 175, 175), 'MistyRose3'], 2632.0)];[([(128, 128, 128), 'Gray'], 10900.0), ([(192, 192, 192), 'Silver'], 3748.0), ([(0, 0, 0), 'Black'], 1725.0), ([(255, 255, 0), 'Yellow'], 1590.0), ([(128, 128, 0), 'Olive'], 1408.0)]
2638;2638;nOQxBSp563M;4;['images\\maxresdefault\\2638_GB_nOQxBSp563M_0.jpg'];[False];[200];['person', 'person'];[0.7661166, 0.6834405];" 
";[];[([(0, 0, 0), 'Black'], 7533.0), ([(8, 8, 8), 'Grey3'], 5665.0), ([(255, 255, 255), 'White'], 4122.0), ([(18, 18, 18), 'Grey7'], 3901.0), ([(28, 28, 28), 'Grey11'], 2654.0)];[([(0, 0, 0), 'Black'], 10615.0), ([(128, 128, 128), 'Gray'], 3988.0), ([(192, 192, 192), 'Silver'], 2223.0), ([(128, 0, 0), 'Maroon'], 1914.0), ([(255, 255, 255), 'White'], 846.0)]
2639;2639;nQ7mhC5_Rys;8;['images\\maxresdefault\\2639_GB_nQ7mhC5_Rys_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 255, 255), 'White'], 11617.0), ([(118, 118, 118), 'Grey46'], 2642.0), ([(78, 78, 78), 'Grey30'], 2588.0), ([(128, 128, 128), 'Grey'], 2486.0), ([(88, 88, 88), 'Grey35'], 2465.0)];[([(128, 128, 128), 'Gray'], 11218.0), ([(192, 192, 192), 'Silver'], 4877.0), ([(255, 255, 255), 'White'], 2436.0), ([(0, 0, 0), 'Black'], 1122.0), ([(128, 128, 0), 'Olive'], 638.0)]
2640;2640;nQcUJdncTeg;10;['ERROR'];[True];[404];[];[];;[];[];[]
2641;2641;nR3OdeqiEF8;3;['images\\maxresdefault\\2641_GB_nR3OdeqiEF8_0.jpg'];[False];[200];['car'];[0.6361254];" 
";[];[([(255, 255, 255), 'White'], 39126.0), ([(238, 238, 238), 'Grey93'], 2253.0), ([(255, 215, 95), 'LightGoldenrod2'], 2057.0), ([(255, 95, 95), 'IndianRed1'], 1478.0), ([(255, 255, 175), 'Wheat1'], 815.0)];[([(255, 255, 255), 'White'], 7832.0), ([(128, 128, 128), 'Gray'], 3833.0), ([(192, 192, 192), 'Silver'], 3557.0), ([(255, 255, 0), 'Yellow'], 3015.0), ([(0, 0, 0), 'Black'], 2185.0)]
2642;2642;nRJuIrO9GaU;1;['images\\maxresdefault\\2642_GB_nRJuIrO9GaU_0.jpg'];[False];[200];['person', 'tie'];[0.77228034, 0.5718813];"   

a
) ee
os Ti tae

y
";['neutral'];[([(8, 8, 8), 'Grey3'], 7226.0), ([(38, 38, 38), 'Grey15'], 5827.0), ([(28, 28, 28), 'Grey11'], 5294.0), ([(18, 18, 18), 'Grey7'], 4706.0), ([(48, 48, 48), 'Grey19'], 4535.0)];[([(128, 0, 0), 'Maroon'], 4994.0), ([(128, 128, 128), 'Gray'], 4862.0), ([(0, 0, 0), 'Black'], 4597.0), ([(192, 192, 192), 'Silver'], 1571.0), ([(255, 255, 255), 'White'], 1524.0)]
2643;2643;nRRBajXoN4M;10;['images\\maxresdefault\\2643_GB_nRRBajXoN4M_0.jpg'];[False];[200];['person'];[0.9367379];" 
";['neutral'];[([(255, 255, 255), 'White'], 14043.0), ([(135, 95, 95), 'LightPink4'], 3143.0), ([(78, 78, 78), 'Grey30'], 2521.0), ([(0, 175, 215), 'DeepSkyBlue2'], 2158.0), ([(175, 95, 95), 'IndianRed'], 2112.0)];[([(128, 128, 128), 'Gray'], 5784.0), ([(255, 255, 255), 'White'], 5228.0), ([(192, 192, 192), 'Silver'], 5053.0), ([(128, 0, 0), 'Maroon'], 1622.0), ([(128, 128, 0), 'Olive'], 1271.0)]
2644;2644;nRafaCcfrcI;12;['ERROR'];[True];[404];[];[];;[];[];[]
2645;2645;nSSXvOidHeg;19;['images\\maxresdefault\\2645_GB_nSSXvOidHeg_0.jpg'];[False];[200];['person'];[0.91021186];"LOWid

 

 
";['happy'];[([(38, 38, 38), 'Grey15'], 7100.0), ([(255, 255, 0), 'Yellow'], 6044.0), ([(175, 95, 0), 'DarkOrange3'], 4239.0), ([(28, 28, 28), 'Grey11'], 3890.0), ([(135, 95, 0), 'Orange4'], 3716.0)];[([(128, 0, 0), 'Maroon'], 6853.0), ([(0, 0, 0), 'Black'], 5240.0), ([(255, 255, 0), 'Yellow'], 4252.0), ([(128, 128, 0), 'Olive'], 1702.0), ([(255, 0, 0), 'Red'], 1244.0)]
2646;2646;nSbzyEJ8X9E;7;['images\\maxresdefault\\2646_GB_nSbzyEJ8X9E_0.jpg'];[False];[200];['person', 'person'];[0.8803295, 0.8767455];" 
";['happy', 'happy'];[([(18, 18, 18), 'Grey7'], 8388.0), ([(48, 48, 48), 'Grey19'], 7840.0), ([(28, 28, 28), 'Grey11'], 7797.0), ([(38, 38, 38), 'Grey15'], 5388.0), ([(58, 58, 58), 'Grey23'], 5017.0)];[([(0, 0, 0), 'Black'], 11582.0), ([(128, 128, 128), 'Gray'], 4040.0), ([(128, 0, 0), 'Maroon'], 3194.0), ([(192, 192, 192), 'Silver'], 1182.0), ([(0, 0, 128), 'Navy'], 245.0)]
2647;2647;nSuregWhlWk;13;['images\\maxresdefault\\2647_GB_nSuregWhlWk_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person', 'person'];[0.9099196, 0.8741034, 0.8688909, 0.8686307, 0.8372339, 0.52259624];" 
";[];[([(208, 208, 208), 'Grey82'], 28277.0), ([(0, 0, 0), 'Black'], 11556.0), ([(175, 95, 135), 'HotPink3'], 1799.0), ([(135, 95, 95), 'LightPink4'], 1305.0), ([(135, 95, 135), 'Plum4'], 1185.0)];[([(192, 192, 192), 'Silver'], 13882.0), ([(0, 0, 0), 'Black'], 3608.0), ([(128, 128, 128), 'Gray'], 2588.0), ([(128, 0, 128), 'Purple'], 301.0), ([(0, 0, 128), 'Navy'], 135.0)]
2648;2648;nU0HDSalUQk;1;['images\\maxresdefault\\2648_GB_nU0HDSalUQk_0.jpg'];[False];[200];['person', 'person', 'person'];[0.8950156, 0.86980766, 0.60674965];" 
";['happy', 'happy'];[([(8, 8, 8), 'Grey3'], 16078.0), ([(18, 18, 18), 'Grey7'], 5222.0), ([(28, 28, 28), 'Grey11'], 3109.0), ([(38, 38, 38), 'Grey15'], 2468.0), ([(48, 48, 48), 'Grey19'], 1799.0)];[([(0, 0, 0), 'Black'], 9471.0), ([(128, 128, 128), 'Gray'], 5310.0), ([(192, 192, 192), 'Silver'], 3189.0), ([(128, 128, 0), 'Olive'], 1353.0), ([(128, 0, 0), 'Maroon'], 829.0)]
2649;2649;nUv22OHdjQU;13;['ERROR'];[True];[404];[];[];;[];[];[]
2650;2650;nVHcXZK7pKs;11;['images\\maxresdefault\\2650_GB_nVHcXZK7pKs_0.jpg'];[False];[200];['person', 'person', 'person', 'person'];[0.8527903, 0.7537156, 0.7041066, 0.5369883];" 

 
";['neutral'];[([(175, 215, 215), 'LightCyan3'], 8612.0), ([(48, 48, 48), 'Grey19'], 7793.0), ([(38, 38, 38), 'Grey15'], 4820.0), ([(228, 228, 228), 'Grey89'], 3208.0), ([(215, 135, 135), 'LightPink3'], 3017.0)];[([(0, 0, 0), 'Black'], 10441.0), ([(192, 192, 192), 'Silver'], 5148.0), ([(128, 128, 128), 'Gray'], 2802.0), ([(255, 255, 255), 'White'], 1303.0), ([(0, 255, 255), 'Cyan'], 316.0)]
2651;2651;nVTNrp1RuEI;10;['images\\maxresdefault\\2651_GB_nVTNrp1RuEI_0.jpg'];[False];[200];['chair', 'person', 'vase', 'vase'];[0.9682732, 0.9137111, 0.7213748, 0.5862769];"\ EEE

se

 

 

 
";['happy'];[([(215, 175, 215), 'Thistle3'], 4668.0), ([(175, 135, 215), 'MediumPurple2'], 3808.0), ([(135, 95, 95), 'LightPink4'], 3351.0), ([(78, 78, 78), 'Grey30'], 2666.0), ([(175, 95, 215), 'MediumOrchid'], 2594.0)];[([(192, 192, 192), 'Silver'], 9092.0), ([(128, 128, 128), 'Gray'], 5350.0), ([(0, 0, 0), 'Black'], 3835.0), ([(128, 0, 0), 'Maroon'], 1012.0), ([(128, 0, 128), 'Purple'], 565.0)]
2652;2652;nVrkQyLS4oE;12;['images\\maxresdefault\\2652_GB_nVrkQyLS4oE_0.jpg'];[False];[200];['person', 'cell phone'];[0.91865116, 0.7240615];" 
";['fear', 'happy'];[([(175, 215, 255), 'LightSkyBlue1'], 8217.0), ([(255, 255, 255), 'White'], 3088.0), ([(95, 215, 215), 'MediumTurquoise'], 2885.0), ([(135, 95, 95), 'LightPink4'], 1925.0), ([(215, 175, 135), 'Tan'], 1476.0)];[([(128, 128, 128), 'Gray'], 6507.0), ([(192, 192, 192), 'Silver'], 5752.0), ([(0, 0, 0), 'Black'], 2436.0), ([(255, 255, 255), 'White'], 1941.0), ([(128, 0, 0), 'Maroon'], 1122.0)]
2653;2653;nVy68X3cubA;4;['ERROR'];[True];[404];[];[];;[];[];[]
2654;2654;nVzA1uWTydQ;3;['images\\maxresdefault\\2654_GB_nVzA1uWTydQ_0.jpg'];[False];[200];['person'];[0.5577937];" 

3
Pa
";[];[([(0, 0, 0), 'Black'], 38456.0), ([(255, 255, 255), 'White'], 3473.0), ([(48, 48, 48), 'Grey19'], 1447.0), ([(158, 158, 158), 'Grey62'], 980.0), ([(68, 68, 68), 'Grey27'], 887.0)];[([(0, 0, 0), 'Black'], 11616.0), ([(128, 128, 128), 'Gray'], 4939.0), ([(192, 192, 192), 'Silver'], 1736.0), ([(255, 255, 255), 'White'], 1579.0), ([(128, 0, 0), 'Maroon'], 473.0)]
2655;2655;nX5k7QxYJdQ;6;['ERROR'];[True];[404];[];[];;[];[];[]
2656;2656;nXDZCuFESSU;5;['images\\maxresdefault\\2656_GB_nXDZCuFESSU_0.jpg'];[False];[200];['person', 'bottle', 'bottle'];[0.8298291, 0.6180581, 0.5334715];" 
";['sad'];[([(108, 108, 108), 'Grey42'], 6403.0), ([(88, 88, 88), 'Grey35'], 3654.0), ([(48, 48, 48), 'Grey19'], 3004.0), ([(98, 98, 98), 'Grey39'], 2979.0), ([(118, 118, 118), 'Grey46'], 2861.0)];[([(128, 128, 128), 'Gray'], 11268.0), ([(192, 192, 192), 'Silver'], 4028.0), ([(0, 0, 0), 'Black'], 2153.0), ([(0, 128, 128), 'Teal'], 1440.0), ([(0, 0, 128), 'Navy'], 929.0)]
2657;2657;nYykdHDv4N4;3;['images\\maxresdefault\\2657_GB_nYykdHDv4N4_0.jpg'];[False];[200];['person', 'person', 'person'];[0.8354986, 0.6792247, 0.6445807];" 
";['happy', 'happy'];[([(192, 192, 192), 'Silver'], 5778.0), ([(178, 178, 178), 'Grey70'], 4519.0), ([(188, 188, 188), 'Grey74'], 3765.0), ([(175, 135, 135), 'RosyBrown'], 3744.0), ([(198, 198, 198), 'Grey78'], 3065.0)];[([(192, 192, 192), 'Silver'], 8919.0), ([(128, 128, 128), 'Gray'], 8501.0), ([(0, 0, 0), 'Black'], 1452.0), ([(128, 0, 0), 'Maroon'], 812.0), ([(128, 128, 0), 'Olive'], 699.0)]
2658;2658;nah07N01UF0;14;['images\\maxresdefault\\2658_GB_nah07N01UF0_0.jpg'];[False];[200];['person', 'person'];[0.7012082, 0.65257543];"a

   
";[];[([(255, 175, 215), 'Pink1'], 5931.0), ([(95, 135, 175), 'SteelBlue'], 3862.0), ([(215, 135, 135), 'LightPink3'], 2898.0), ([(175, 95, 95), 'IndianRed'], 2801.0), ([(135, 95, 95), 'LightPink4'], 2361.0)];[([(128, 128, 128), 'Gray'], 7358.0), ([(192, 192, 192), 'Silver'], 4756.0), ([(128, 0, 0), 'Maroon'], 3917.0), ([(0, 0, 0), 'Black'], 1093.0), ([(255, 255, 255), 'White'], 1056.0)]
2659;2659;nc6pLSQGcHQ;4;['ERROR'];[True];[404];[];[];;[];[];[]
