;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;green_hist_score;blue_hist_score;edges_score;entropy_score;vevo
4486;4486;hGAA98YZBZw;2;['images\\maxresdefault\\4486_US_hGAA98YZBZw_0.jpg'];[False];[200];['stop sign', 'person'];[0.92563635, 0.75803185];" 
";[];[([(158, 158, 158), 'Grey62'], 5799.0), ([(168, 168, 168), 'Grey66'], 4315.0), ([(148, 148, 148), 'Grey58'], 3574.0), ([(28, 28, 28), 'Grey11'], 2818.0), ([(255, 255, 255), 'White'], 2474.0)];[([(128, 128, 128), 'Gray'], 6934.0), ([(0, 0, 0), 'Black'], 5670.0), ([(192, 192, 192), 'Silver'], 3306.0), ([(128, 0, 0), 'Maroon'], 2395.0), ([(128, 128, 0), 'Olive'], 1444.0)];907334.0;1162058.0;4879.2607421875;5006.3388671875;4987.048828125;4863.5439453125;1679773.0;212.2163368035694;False
4487;4487;hGoQ44SfV-c;7;['images\\maxresdefault\\4487_US_hGoQ44SfV-c_0.jpg'];[False];[200];['person'];[0.959672];" 
";['happy'];[([(192, 192, 192), 'Silver'], 14763.0), ([(198, 198, 198), 'Grey78'], 11560.0), ([(38, 38, 38), 'Grey15'], 3476.0), ([(28, 28, 28), 'Grey11'], 2712.0), ([(188, 188, 188), 'Grey74'], 2626.0)];[([(192, 192, 192), 'Silver'], 13755.0), ([(0, 0, 0), 'Black'], 4688.0), ([(128, 128, 128), 'Gray'], 1376.0), ([(128, 0, 0), 'Maroon'], 404.0), ([(128, 128, 0), 'Olive'], 374.0)];821005.0;1071471.0;8266.458984375;8107.30712890625;8343.947265625;8248.38671875;1679483.0;823.420318041414;False
4488;4488;hHFuZVGpBC0;12;['images\\maxresdefault\\4488_US_hHFuZVGpBC0_0.jpg'];[False];[200];['cup'];[0.52347267];" 
";[];[([(58, 58, 58), 'Grey23'], 10715.0), ([(48, 48, 48), 'Grey19'], 8792.0), ([(38, 38, 38), 'Grey15'], 6315.0), ([(68, 68, 68), 'Grey27'], 4835.0), ([(78, 78, 78), 'Grey30'], 3498.0)];[([(0, 0, 0), 'Black'], 9120.0), ([(128, 128, 128), 'Gray'], 3889.0), ([(255, 255, 255), 'White'], 2132.0), ([(128, 0, 0), 'Maroon'], 2122.0), ([(128, 128, 0), 'Olive'], 1168.0)];1429118.0;912069.0;7039.59326171875;5598.52001953125;7618.93115234375;6792.181640625;1679610.0;213.8143233039698;False
4489;4489;hHaUQh6Gx-Q;20;['images\\maxresdefault\\4489_US_hHaUQh6Gx-Q_0.jpg'];[False];[200];['person'];[0.9394265];" 
";['neutral'];[([(0, 0, 0), 'Black'], 14053.0), ([(95, 0, 0), 'DarkRed'], 7391.0), ([(128, 0, 0), 'Maroon'], 6740.0), ([(215, 135, 95), 'LightSalmon3'], 4071.0), ([(175, 95, 0), 'DarkOrange3'], 3220.0)];[([(128, 0, 0), 'Maroon'], 8543.0), ([(128, 128, 128), 'Gray'], 5454.0), ([(192, 192, 192), 'Silver'], 3709.0), ([(128, 128, 0), 'Olive'], 2791.0), ([(0, 0, 0), 'Black'], 236.0)];1148830.0;1071588.0;5705.4609375;5874.5908203125;4797.93310546875;6292.279296875;1680232.0;280.8184418258781;False
4490;4490;hIFwL6O_6aA;4;['images\\maxresdefault\\4490_US_hIFwL6O_6aA_0.jpg'];[False];[200];['person', 'person', 'wine glass'];[0.89602125, 0.8891578, 0.6599656];"INSIDER

 
";['happy'];[([(18, 18, 18), 'Grey7'], 8803.0), ([(135, 95, 95), 'LightPink4'], 4710.0), ([(175, 135, 135), 'RosyBrown'], 2703.0), ([(255, 215, 215), 'MistyRose1'], 2624.0), ([(255, 255, 255), 'White'], 2340.0)];[([(128, 128, 128), 'Gray'], 9220.0), ([(0, 0, 0), 'Black'], 8223.0), ([(192, 192, 192), 'Silver'], 1280.0), ([(128, 0, 0), 'Maroon'], 1065.0), ([(0, 0, 128), 'Navy'], 454.0)];1092441.0;1110660.0;2938.729248046875;3171.931640625;2883.841796875;3684.787109375;1678896.0;308.0106395149296;False
4491;4491;hIcR65h2GDs;2;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4492;4492;hIyqLdKBAlc;5;['images\\maxresdefault\\4492_US_hIyqLdKBAlc_0.jpg'];[False];[200];[];[];"BuzzFeep

UNSOLVED

SUPERNATURAL

 
";[];[([(238, 238, 238), 'Grey93'], 8720.0), ([(58, 58, 58), 'Grey23'], 6379.0), ([(48, 48, 48), 'Grey19'], 5992.0), ([(38, 38, 38), 'Grey15'], 5509.0), ([(68, 68, 68), 'Grey27'], 4554.0)];[([(255, 255, 255), 'White'], 5903.0), ([(128, 128, 128), 'Gray'], 5404.0), ([(0, 0, 0), 'Black'], 3744.0), ([(128, 0, 0), 'Maroon'], 2621.0), ([(128, 128, 0), 'Olive'], 1523.0)];1309653.0;966913.0;4879.33349609375;4877.197265625;5010.70458984375;4704.23681640625;1679108.0;277.24161995195055;False
4493;4493;hKNRieaN0ZI;3;['images\\maxresdefault\\4493_US_hKNRieaN0ZI_0.jpg'];[False];[200];['person', 'potted plant', 'vase'];[0.737876, 0.7359062, 0.5448787];" 
";['neutral'];[([(28, 28, 28), 'Grey11'], 6357.0), ([(18, 18, 18), 'Grey7'], 5959.0), ([(38, 38, 38), 'Grey15'], 4609.0), ([(48, 48, 48), 'Grey19'], 4258.0), ([(58, 58, 58), 'Grey23'], 3208.0)];[([(0, 0, 0), 'Black'], 6369.0), ([(192, 192, 192), 'Silver'], 4007.0), ([(128, 128, 128), 'Gray'], 3737.0), ([(128, 0, 0), 'Maroon'], 3254.0), ([(128, 128, 0), 'Olive'], 2047.0)];1232085.0;983784.0;3327.68603515625;2880.7734375;3093.501953125;4409.3349609375;1678349.0;296.7471685161881;False
4494;4494;hKqzBGE5w-0;5;['images\\maxresdefault\\4494_US_hKqzBGE5w-0_0.jpg'];[False];[200];['person', 'tie'];[0.9710854, 0.64436525];" 
";[];[([(18, 18, 18), 'Grey7'], 14000.0), ([(8, 8, 8), 'Grey3'], 8190.0), ([(215, 95, 255), 'MediumOrchid1'], 7916.0), ([(175, 95, 255), 'MediumPurple2'], 4144.0), ([(38, 38, 38), 'Grey15'], 3460.0)];[([(0, 0, 0), 'Black'], 13064.0), ([(255, 0, 255), 'Magenta'], 3047.0), ([(128, 128, 128), 'Gray'], 2119.0), ([(255, 255, 255), 'White'], 1210.0), ([(192, 192, 192), 'Silver'], 439.0)];1048151.0;1292174.0;7657.05126953125;6889.84375;6718.77734375;6186.6455078125;1679675.0;750.5396407733668;False
4495;4495;hKxsmQXfmFo;2;['images\\maxresdefault\\4495_US_hKxsmQXfmFo_0.jpg'];[False];[200];['car'];[0.9809668];" 
";[];[([(0, 0, 0), 'Black'], 2723.0), ([(208, 208, 208), 'Grey82'], 2683.0), ([(18, 18, 18), 'Grey7'], 2647.0), ([(48, 48, 48), 'Grey19'], 2341.0), ([(58, 58, 58), 'Grey23'], 2235.0)];[([(192, 192, 192), 'Silver'], 6580.0), ([(0, 0, 0), 'Black'], 6357.0), ([(128, 128, 128), 'Gray'], 5058.0), ([(0, 0, 128), 'Navy'], 1211.0), ([(255, 255, 255), 'White'], 816.0)];963671.0;1000185.0;3548.37890625;4086.918212890625;3701.1591796875;2668.4111328125;1678955.0;238.8868550509095;False
4496;4496;hLgIghY-FGc;7;['images\\maxresdefault\\4496_US_hLgIghY-FGc_0.jpg'];[False];[200];[];[];" 
";['fear'];[([(255, 255, 255), 'White'], 6314.0), ([(135, 95, 95), 'LightPink4'], 3935.0), ([(175, 135, 135), 'RosyBrown'], 2903.0), ([(38, 38, 38), 'Grey15'], 2636.0), ([(158, 158, 158), 'Grey62'], 2460.0)];[([(128, 128, 128), 'Gray'], 8342.0), ([(192, 192, 192), 'Silver'], 6791.0), ([(0, 0, 0), 'Black'], 4335.0), ([(128, 0, 0), 'Maroon'], 545.0), ([(255, 255, 255), 'White'], 323.0)];951723.0;1079084.0;3782.598388671875;3603.97802734375;3929.015625;3731.273681640625;1678603.0;366.79659077908707;False
4497;4497;hMBxriQamIU;3;['images\\maxresdefault\\4497_US_hMBxriQamIU_0.jpg'];[False];[200];['cow'];[0.5003447];" 
";[];[([(215, 255, 135), 'DarkOliveGreen1'], 7569.0), ([(215, 255, 175), 'DarkSeaGreen1'], 2527.0), ([(95, 95, 175), 'SlateBlue3'], 2434.0), ([(215, 175, 135), 'Tan'], 2285.0), ([(135, 95, 95), 'LightPink4'], 1928.0)];[([(192, 192, 192), 'Silver'], 9513.0), ([(128, 128, 128), 'Gray'], 6757.0), ([(0, 0, 0), 'Black'], 2025.0), ([(0, 128, 128), 'Teal'], 1111.0), ([(255, 255, 255), 'White'], 362.0)];941959.0;924091.0;4688.92236328125;5653.8642578125;4491.181640625;3775.116455078125;1678666.0;357.1041070815696;False
4498;4498;hN8mNXa3ICo;7;['images\\maxresdefault\\4498_US_hN8mNXa3ICo_0.jpg'];[False];[200];['person', 'donut', 'donut'];[0.95073533, 0.8224265, 0.70011336];" 
";['happy'];[([(215, 135, 95), 'LightSalmon3'], 5251.0), ([(175, 95, 95), 'IndianRed'], 3699.0), ([(38, 38, 38), 'Grey15'], 3578.0), ([(28, 28, 28), 'Grey11'], 3291.0), ([(135, 95, 0), 'Orange4'], 2642.0)];[([(0, 0, 0), 'Black'], 5672.0), ([(128, 128, 128), 'Gray'], 4469.0), ([(192, 192, 192), 'Silver'], 3349.0), ([(128, 0, 0), 'Maroon'], 3053.0), ([(128, 128, 0), 'Olive'], 2426.0)];1058185.0;957804.0;2817.35595703125;2476.06396484375;2914.57470703125;3240.78125;1679192.0;306.2626701750372;False
4499;4499;hNsd-m30m2E;5;['images\\maxresdefault\\4499_US_hNsd-m30m2E_0.jpg'];[False];[200];['person', 'person', 'person'];[0.87514466, 0.79285914, 0.7056816];" 
";['surprise', 'neutral'];[([(135, 95, 95), 'LightPink4'], 7559.0), ([(255, 215, 175), 'NavajoWhite1'], 4234.0), ([(175, 135, 95), 'LightSalmon3'], 4173.0), ([(68, 68, 68), 'Grey27'], 4062.0), ([(78, 78, 78), 'Grey30'], 3888.0)];[([(192, 192, 192), 'Silver'], 6450.0), ([(128, 128, 128), 'Gray'], 4512.0), ([(128, 128, 0), 'Olive'], 3676.0), ([(128, 0, 0), 'Maroon'], 2929.0), ([(255, 255, 255), 'White'], 2011.0)];1139181.0;1050057.0;4082.59814453125;3424.22705078125;3596.966796875;4974.44287109375;1678567.0;308.7817183388628;False
4500;4500;hOulcmOHCIQ;2;['images\\maxresdefault\\4500_US_hOulcmOHCIQ_0.jpg'];[False];[200];['person', 'person', 'person', 'tie'];[0.8181313, 0.80621165, 0.7734303, 0.6325083];" 
";['happy', 'happy'];[([(18, 18, 18), 'Grey7'], 8101.0), ([(8, 8, 8), 'Grey3'], 5723.0), ([(28, 28, 28), 'Grey11'], 4491.0), ([(175, 135, 95), 'LightSalmon3'], 4313.0), ([(38, 38, 38), 'Grey15'], 3032.0)];[([(0, 0, 0), 'Black'], 11303.0), ([(128, 128, 128), 'Gray'], 3153.0), ([(192, 192, 192), 'Silver'], 1717.0), ([(255, 0, 255), 'Magenta'], 1159.0), ([(128, 0, 128), 'Purple'], 1067.0)];1060750.0;1071570.0;3610.922607421875;3525.37158203125;3049.63916015625;2698.40673828125;1678864.0;326.77554055600046;False
4501;4501;hPmBSTgBmes;3;['images\\maxresdefault\\4501_US_hPmBSTgBmes_0.jpg'];[False];[200];['person'];[0.68248856];" 
";[];[([(255, 255, 255), 'White'], 18675.0), ([(215, 255, 95), 'DarkOliveGreen1'], 5004.0), ([(0, 0, 0), 'Black'], 3550.0), ([(238, 238, 238), 'Grey93'], 1818.0), ([(158, 158, 158), 'Grey62'], 1467.0)];[([(255, 255, 255), 'White'], 5864.0), ([(0, 0, 0), 'Black'], 4530.0), ([(255, 255, 0), 'Yellow'], 3905.0), ([(192, 192, 192), 'Silver'], 3316.0), ([(128, 128, 128), 'Gray'], 2523.0)];1002089.0;1222620.0;7117.63671875;5764.1201171875;6998.5625;6641.9912109375;1679073.0;467.2439080196774;False
4502;4502;hQA0oWZpgAQ;15;['images\\maxresdefault\\4502_US_hQA0oWZpgAQ_0.jpg'];[False];[200];['person'];[0.77800936];" 

I asked for cheese on the side...

  
";[];[([(175, 135, 95), 'LightSalmon3'], 5292.0), ([(215, 175, 135), 'Tan'], 4537.0), ([(135, 95, 0), 'Orange4'], 4078.0), ([(215, 175, 95), 'LightGoldenrod3'], 3315.0), ([(18, 18, 18), 'Grey7'], 2719.0)];[([(128, 128, 0), 'Olive'], 7231.0), ([(128, 128, 128), 'Gray'], 4476.0), ([(255, 255, 0), 'Yellow'], 3758.0), ([(192, 192, 192), 'Silver'], 3539.0), ([(128, 0, 0), 'Maroon'], 1009.0)];907786.0;985836.0;4833.005859375;3879.31884765625;4971.68603515625;4980.990234375;1679201.0;246.3442397894978;False
4503;4503;hQW_9ws8OhA;19;['images\\maxresdefault\\4503_US_hQW_9ws8OhA_0.jpg'];[False];[200];['person'];[0.9171177];" 
";['surprise'];[([(58, 58, 58), 'Grey23'], 5123.0), ([(18, 18, 18), 'Grey7'], 4593.0), ([(68, 68, 68), 'Grey27'], 4540.0), ([(78, 78, 78), 'Grey30'], 3813.0), ([(95, 95, 135), 'MediumPurple4'], 3163.0)];[([(128, 128, 128), 'Gray'], 9243.0), ([(192, 192, 192), 'Silver'], 4548.0), ([(255, 255, 255), 'White'], 3510.0), ([(0, 0, 0), 'Black'], 1458.0), ([(128, 0, 0), 'Maroon'], 823.0)];1198643.0;988861.0;3640.106689453125;4003.0615234375;4043.83154296875;3721.9970703125;1679271.0;260.6682301796133;False
4504;4504;hQlXLdZtX6s;3;['images\\maxresdefault\\4504_US_hQlXLdZtX6s_0.jpg'];[False];[200];[];[];" 

 

 

 

 

 
";['neutral'];[([(68, 68, 68), 'Grey27'], 7042.0), ([(58, 58, 58), 'Grey23'], 4749.0), ([(255, 255, 255), 'White'], 4094.0), ([(108, 108, 108), 'Grey42'], 3670.0), ([(78, 78, 78), 'Grey30'], 3336.0)];[([(128, 128, 128), 'Gray'], 6755.0), ([(192, 192, 192), 'Silver'], 4437.0), ([(255, 255, 255), 'White'], 4413.0), ([(0, 0, 0), 'Black'], 2894.0), ([(128, 128, 0), 'Olive'], 1339.0)];1042577.0;1058187.0;4757.37548828125;4634.35888671875;5134.62353515625;5059.396484375;1678445.0;255.7443084315296;False
4505;4505;hRAGY4BaFQs;7;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4506;4506;hRnVb4z6Hw0;6;['images\\maxresdefault\\4506_US_hRnVb4z6Hw0_0.jpg'];[False];[200];['person', 'person', 'tie'];[0.92704064, 0.8214528, 0.8195407];" 
";['happy'];[([(28, 28, 28), 'Grey11'], 7169.0), ([(58, 58, 58), 'Grey23'], 5213.0), ([(48, 48, 48), 'Grey19'], 4846.0), ([(38, 38, 38), 'Grey15'], 4039.0), ([(68, 68, 68), 'Grey27'], 3433.0)];[([(0, 0, 0), 'Black'], 7027.0), ([(128, 128, 128), 'Gray'], 6737.0), ([(192, 192, 192), 'Silver'], 2025.0), ([(255, 255, 255), 'White'], 1610.0), ([(128, 0, 0), 'Maroon'], 1476.0)];1243856.0;959684.0;4057.109375;3586.22607421875;4382.9482421875;3936.896728515625;1679005.0;287.22709072188536;False
4507;4507;hSvnepZS26s;6;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4508;4508;hV-yHbbrKRA;14;['images\\maxresdefault\\4508_US_hV-yHbbrKRA_0.jpg'];[False];[200];['bowl'];[0.9268701];" 
";[];[([(0, 0, 0), 'Black'], 11053.0), ([(18, 18, 18), 'Grey7'], 4473.0), ([(8, 8, 8), 'Grey3'], 3672.0), ([(135, 95, 95), 'LightPink4'], 3362.0), ([(175, 135, 95), 'LightSalmon3'], 3011.0)];[([(128, 128, 128), 'Gray'], 5779.0), ([(128, 128, 0), 'Olive'], 4652.0), ([(192, 192, 192), 'Silver'], 3715.0), ([(0, 0, 0), 'Black'], 3629.0), ([(128, 0, 0), 'Maroon'], 1528.0)];1107090.0;1156819.0;3481.2900390625;4306.6123046875;3847.99072265625;3010.259765625;1678811.0;317.32158791900247;False
4509;4509;hVOjyy5NuFY;4;['images\\maxresdefault\\4509_US_hVOjyy5NuFY_0.jpg'];[False];[200];['stop sign'];[0.81591445];" 
";[];[([(255, 215, 215), 'MistyRose1'], 6593.0), ([(135, 215, 255), 'SkyBlue1'], 6571.0), ([(78, 78, 78), 'Grey30'], 6222.0), ([(238, 238, 238), 'Grey93'], 3488.0), ([(255, 215, 175), 'NavajoWhite1'], 2587.0)];[([(192, 192, 192), 'Silver'], 11614.0), ([(128, 128, 0), 'Olive'], 3123.0), ([(255, 255, 255), 'White'], 2357.0), ([(128, 128, 128), 'Gray'], 878.0), ([(255, 0, 255), 'Magenta'], 812.0)];867793.0;1028434.0;7887.60400390625;6312.4189453125;6449.62841796875;8170.443359375;1678337.0;260.84315295732756;False
4510;4510;hX643KbiI4s;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
4511;4511;hXcoq5XDwyA;5;['images\\maxresdefault\\4511_US_hXcoq5XDwyA_0.jpg'];[False];[200];['person', 'person'];[0.73013294, 0.6101044];"fe my SNe

 
";['happy', 'happy'];[([(255, 255, 255), 'White'], 8630.0), ([(28, 28, 28), 'Grey11'], 7371.0), ([(18, 18, 18), 'Grey7'], 6789.0), ([(95, 0, 0), 'DarkRed'], 5473.0), ([(175, 0, 0), 'Red3'], 2620.0)];[([(0, 0, 0), 'Black'], 8917.0), ([(255, 255, 255), 'White'], 4746.0), ([(128, 128, 128), 'Gray'], 3454.0), ([(128, 0, 0), 'Maroon'], 1838.0), ([(192, 192, 192), 'Silver'], 644.0)];1208810.0;1078950.0;3853.9833984375;4188.623046875;4036.34912109375;2737.60693359375;1678570.0;331.325477634138;False
4512;4512;hXz4LdA-BRI;2;['images\\maxresdefault\\4512_US_hXz4LdA-BRI_0.jpg'];[False];[200];['person', 'laptop'];[0.91869926, 0.79561824];" 
";[];[([(0, 0, 0), 'Black'], 28086.0), ([(215, 0, 0), 'Red3'], 8186.0), ([(255, 255, 255), 'White'], 1612.0), ([(78, 78, 78), 'Grey30'], 1361.0), ([(8, 8, 8), 'Grey3'], 1308.0)];[([(0, 0, 0), 'Black'], 10117.0), ([(128, 128, 128), 'Gray'], 5270.0), ([(255, 0, 0), 'Red'], 2210.0), ([(255, 255, 255), 'White'], 1804.0), ([(192, 192, 192), 'Silver'], 863.0)];1383035.0;1412173.0;7787.7177734375;6545.359375;7037.31396484375;4924.1171875;1679280.0;282.43221599359345;False
4513;4513;hXzcIoq2ing;6;['images\\maxresdefault\\4513_US_hXzcIoq2ing_0.jpg'];[False];[200];['person', 'truck'];[0.8812526, 0.6124222];" 
";[];[([(0, 95, 255), 'DodgerBlue2'], 6224.0), ([(58, 58, 58), 'Grey23'], 3232.0), ([(68, 68, 68), 'Grey27'], 2784.0), ([(18, 18, 18), 'Grey7'], 2742.0), ([(135, 95, 95), 'LightPink4'], 2317.0)];[([(128, 128, 128), 'Gray'], 4741.0), ([(192, 192, 192), 'Silver'], 4472.0), ([(0, 0, 0), 'Black'], 2949.0), ([(255, 255, 0), 'Yellow'], 2479.0), ([(0, 0, 255), 'Blue'], 2177.0)];1112533.0;1100999.0;3056.137939453125;2599.68603515625;3266.545654296875;2174.16015625;1678323.0;338.0471341951722;False
4514;4514;hYOa56nwx5Y;3;['images\\maxresdefault\\4514_US_hYOa56nwx5Y_0.jpg'];[False];[200];['person'];[0.6263056];" 
";[];[([(255, 255, 255), 'White'], 7706.0), ([(78, 78, 78), 'Grey30'], 7637.0), ([(95, 95, 135), 'MediumPurple4'], 2837.0), ([(28, 28, 28), 'Grey11'], 2330.0), ([(215, 175, 175), 'MistyRose3'], 2313.0)];[([(192, 192, 192), 'Silver'], 9166.0), ([(128, 128, 128), 'Gray'], 4648.0), ([(0, 0, 0), 'Black'], 1922.0), ([(0, 0, 128), 'Navy'], 1761.0), ([(0, 128, 128), 'Teal'], 1279.0)];1096878.0;1134335.0;3947.73974609375;5080.93212890625;4321.115234375;3257.322509765625;1679105.0;285.07665026884797;False
4515;4515;hYip_Vuv8J0;7;['images\\maxresdefault\\4515_US_hYip_Vuv8J0_0.jpg'];[False];[200];['person', 'person'];[0.95786256, 0.9207701];"i)’ 5Levels
Blockchain

 

LEVEL 1

Child @

 

LEVEL 2

Teen \&

   
 

 

College
Student
Grad a
Student

Expert

 
";['neutral'];[([(255, 255, 255), 'White'], 12635.0), ([(135, 215, 255), 'SkyBlue1'], 7183.0), ([(215, 175, 135), 'Tan'], 3623.0), ([(95, 95, 135), 'MediumPurple4'], 2544.0), ([(58, 58, 58), 'Grey23'], 2001.0)];[([(255, 255, 255), 'White'], 7291.0), ([(192, 192, 192), 'Silver'], 6676.0), ([(128, 128, 128), 'Gray'], 3484.0), ([(0, 0, 0), 'Black'], 2053.0), ([(255, 255, 0), 'Yellow'], 803.0)];974847.0;1082833.0;5474.26904296875;5440.8779296875;5197.71923828125;4593.87451171875;1678831.0;230.4316439766617;False
4516;4516;hYirFqEc8Tg;11;['images\\maxresdefault\\4516_US_hYirFqEc8Tg_0.jpg'];[False];[200];['person'];[0.6149314];" 
";[];[([(175, 175, 135), 'NavajoWhite3'], 7027.0), ([(135, 135, 95), 'Wheat4'], 5566.0), ([(0, 95, 135), 'DeepSkyBlue4'], 2494.0), ([(28, 28, 28), 'Grey11'], 2440.0), ([(228, 228, 228), 'Grey89'], 2437.0)];[([(128, 128, 128), 'Gray'], 11298.0), ([(192, 192, 192), 'Silver'], 4249.0), ([(0, 0, 0), 'Black'], 3395.0), ([(128, 128, 0), 'Olive'], 489.0), ([(0, 0, 128), 'Navy'], 451.0)];966608.0;1029442.0;3442.531982421875;4573.8720703125;3607.88330078125;3680.111083984375;1678848.0;206.54593295961558;False
4517;4517;hZJDAJDD-uw;7;['images\\maxresdefault\\4517_US_hZJDAJDD-uw_0.jpg'];[False];[200];['person'];[0.9702011];"     

era
";['happy'];[([(148, 148, 148), 'Grey58'], 7960.0), ([(158, 158, 158), 'Grey62'], 5204.0), ([(38, 38, 38), 'Grey15'], 4504.0), ([(168, 168, 168), 'Grey66'], 3174.0), ([(48, 48, 48), 'Grey19'], 3038.0)];[([(128, 128, 128), 'Gray'], 5928.0), ([(192, 192, 192), 'Silver'], 5559.0), ([(0, 0, 0), 'Black'], 4685.0), ([(128, 0, 128), 'Purple'], 1825.0), ([(255, 255, 255), 'White'], 1354.0)];906363.0;1082234.0;5406.1376953125;5580.5146484375;5619.853515625;5209.26953125;1679395.0;314.0090378675209;False
4518;4518;hZr1u-zzejU;10;['images\\maxresdefault\\4518_US_hZr1u-zzejU_0.jpg'];[False];[200];['person'];[0.79852843];" 
";[];[([(8, 8, 8), 'Grey3'], 3455.0), ([(135, 95, 95), 'LightPink4'], 2598.0), ([(255, 255, 255), 'White'], 2375.0), ([(175, 135, 135), 'RosyBrown'], 2046.0), ([(198, 198, 198), 'Grey78'], 1971.0)];[([(128, 128, 128), 'Gray'], 7109.0), ([(192, 192, 192), 'Silver'], 6672.0), ([(0, 0, 0), 'Black'], 2206.0), ([(128, 0, 0), 'Maroon'], 1755.0), ([(255, 0, 0), 'Red'], 1382.0)];897618.0;1068800.0;4718.919921875;3965.0380859375;4253.1650390625;5330.41796875;1678411.0;352.64706555314035;False
4519;4519;h_-JFUci0BM;4;['images\\maxresdefault\\4519_US_h_-JFUci0BM_0.jpg'];[False];[200];[];[];" 
";[];[([(18, 18, 18), 'Grey7'], 9348.0), ([(28, 28, 28), 'Grey11'], 7075.0), ([(8, 8, 8), 'Grey3'], 5844.0), ([(38, 38, 38), 'Grey15'], 4705.0), ([(95, 0, 0), 'DarkRed'], 4586.0)];[([(0, 0, 0), 'Black'], 9999.0), ([(128, 0, 0), 'Maroon'], 5563.0), ([(128, 128, 128), 'Gray'], 2206.0), ([(128, 0, 128), 'Purple'], 694.0), ([(0, 0, 128), 'Navy'], 688.0)];1452700.0;1026881.0;7088.27880859375;6474.3291015625;7311.18505859375;5379.87646484375;1679332.0;173.22960759638488;False
4520;4520;h_67XloYXTc;7;['images\\maxresdefault\\4520_US_h_67XloYXTc_0.jpg'];[False];[200];['person', 'potted plant', 'vase', 'cup', 'person'];[0.77550817, 0.7606329, 0.65919036, 0.5655816, 0.5348382];" 
";['happy'];[([(95, 175, 215), 'SkyBlue3'], 4305.0), ([(0, 95, 135), 'DeepSkyBlue4'], 3188.0), ([(0, 135, 175), 'DeepSkyBlue3'], 2952.0), ([(8, 8, 8), 'Grey3'], 2629.0), ([(18, 18, 18), 'Grey7'], 2494.0)];[([(192, 192, 192), 'Silver'], 6310.0), ([(0, 0, 0), 'Black'], 6236.0), ([(128, 128, 128), 'Gray'], 3200.0), ([(0, 128, 128), 'Teal'], 2399.0), ([(255, 255, 255), 'White'], 996.0)];994034.0;1041986.0;3462.073486328125;5419.9931640625;4243.9931640625;2477.5673828125;1679143.0;279.6821873927468;False
4521;4521;h_O8ZvB3uEk;11;['images\\maxresdefault\\4521_US_h_O8ZvB3uEk_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person'];[0.73589796, 0.6538608, 0.63911957, 0.53409714, 0.53089803, 0.52085316, 0.5181162, 0.5024704];" 
";['happy', 'neutral', 'fear', 'happy', 'neutral', 'happy', 'neutral', 'happy', 'angry', 'neutral', 'neutral'];[([(135, 95, 95), 'LightPink4'], 5098.0), ([(175, 95, 95), 'IndianRed'], 3347.0), ([(215, 135, 95), 'LightSalmon3'], 3343.0), ([(158, 158, 158), 'Grey62'], 2151.0), ([(175, 135, 95), 'LightSalmon3'], 2015.0)];[([(128, 128, 128), 'Gray'], 8576.0), ([(192, 192, 192), 'Silver'], 3891.0), ([(0, 0, 0), 'Black'], 2669.0), ([(128, 0, 0), 'Maroon'], 2462.0), ([(128, 128, 0), 'Olive'], 2055.0)];871924.0;1045584.0;4515.1328125;3878.65576171875;4650.87890625;4624.703125;1678120.0;374.4857567784006;False
4522;4522;h_SHkEWo7UM;1;['images\\maxresdefault\\4522_US_h_SHkEWo7UM_0.jpg'];[False];[200];['person', 'chair'];[0.85123277, 0.53856397];" 
";['happy', 'happy'];[([(78, 78, 78), 'Grey30'], 4457.0), ([(68, 68, 68), 'Grey27'], 3696.0), ([(58, 58, 58), 'Grey23'], 3392.0), ([(88, 88, 88), 'Grey35'], 3301.0), ([(48, 48, 48), 'Grey19'], 2814.0)];[([(128, 128, 128), 'Gray'], 10528.0), ([(192, 192, 192), 'Silver'], 4278.0), ([(0, 0, 0), 'Black'], 1645.0), ([(128, 128, 0), 'Olive'], 1584.0), ([(255, 255, 255), 'White'], 1136.0)];1138926.0;1048805.0;4044.407958984375;4141.916015625;4476.13916015625;4005.98388671875;1678355.0;286.1204667658163;False
4523;4523;h_cfN1t3flE;10;['images\\maxresdefault\\4523_US_h_cfN1t3flE_0.jpg'];[False];[200];[];[];;[];[([(175, 135, 95), 'LightSalmon3'], 3777.0), ([(175, 95, 95), 'IndianRed'], 3658.0), ([(238, 238, 238), 'Grey93'], 2808.0), ([(228, 228, 228), 'Grey89'], 2745.0), ([(135, 95, 95), 'LightPink4'], 2676.0)];[([(128, 128, 128), 'Gray'], 8532.0), ([(192, 192, 192), 'Silver'], 7395.0), ([(128, 128, 0), 'Olive'], 1864.0), ([(255, 255, 255), 'White'], 1603.0), ([(128, 0, 0), 'Maroon'], 1027.0)];833265.0;923198.0;6584.05029296875;5138.01953125;6080.58349609375;7382.982421875;1678319.0;232.45990161308777;False
