;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;blue_hist_score;green_hist_score;edges_score;entropy_score;vevo
2701;2701;oQxKEtoHygY;20;['images\\maxresdefault\\2701_GB_oQxKEtoHygY_0.jpg'];[False];[200];[];[];" 
";[];[([(68, 68, 68), 'Grey27'], 13884.0), ([(58, 58, 58), 'Grey23'], 8812.0), ([(175, 95, 0), 'DarkOrange3'], 8023.0), ([(88, 88, 88), 'Grey35'], 7605.0), ([(78, 78, 78), 'Grey30'], 4518.0)];[([(0, 128, 128), 'Teal'], 6970.0), ([(128, 128, 0), 'Olive'], 6433.0), ([(0, 0, 128), 'Navy'], 2747.0), ([(255, 255, 255), 'White'], 2033.0), ([(128, 128, 128), 'Gray'], 1533.0)];1503208.0;1234532.0;8907.697265625;7031.0947265625;6550.46484375;9449.2939453125;1678704.0;183.04759180871753;False
2702;2702;oRSVrtKph_k;11;['images\\maxresdefault\\2702_GB_oRSVrtKph_k_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person', 'person'];[0.78725564, 0.77416694, 0.74572515, 0.6607477, 0.5422535, 0.50367683];" 
";['happy', 'happy', 'neutral', 'neutral', 'neutral', 'happy'];[([(0, 0, 0), 'Black'], 9206.0), ([(18, 18, 18), 'Grey7'], 6385.0), ([(8, 8, 8), 'Grey3'], 4532.0), ([(28, 28, 28), 'Grey11'], 3471.0), ([(255, 255, 255), 'White'], 3111.0)];[([(0, 0, 0), 'Black'], 9571.0), ([(128, 128, 128), 'Gray'], 4821.0), ([(192, 192, 192), 'Silver'], 4759.0), ([(255, 255, 255), 'White'], 920.0), ([(128, 128, 0), 'Olive'], 214.0)];1021294.0;1035151.0;3493.09814453125;3393.51806640625;3222.8994140625;3180.98291015625;1678902.0;271.08008237043816;False
2703;2703;oR_e9y-bka0;6;['images\\maxresdefault\\2703_GB_oR_e9y-bka0_0.jpg'];[False];[200];['person'];[0.89253545];" 
";[];[([(8, 8, 8), 'Grey3'], 38106.0), ([(18, 18, 18), 'Grey7'], 7486.0), ([(28, 28, 28), 'Grey11'], 2339.0), ([(38, 38, 38), 'Grey15'], 1811.0), ([(48, 48, 48), 'Grey19'], 1155.0)];[([(0, 0, 0), 'Black'], 15687.0), ([(128, 128, 128), 'Gray'], 2351.0), ([(0, 128, 128), 'Teal'], 816.0), ([(128, 0, 0), 'Maroon'], 647.0), ([(192, 192, 192), 'Silver'], 548.0)];1326116.0;1449077.0;10902.921875;10336.271484375;10484.46484375;10678.533203125;1680171.0;920.3573961789268;False
2704;2704;oSS6kGWNEeA;4;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2705;2705;oSZDe6CrfN4;29;['images\\maxresdefault\\2705_GB_oSZDe6CrfN4_0.jpg'];[False];[200];['person', 'person'];[0.9327831, 0.86607003];" 

“SN Tre

ee |) ee eee
:
";[];[([(175, 95, 0), 'DarkOrange3'], 13986.0), ([(135, 95, 0), 'Orange4'], 11907.0), ([(95, 0, 0), 'DarkRed'], 8230.0), ([(175, 95, 95), 'IndianRed'], 6471.0), ([(128, 0, 0), 'Maroon'], 3388.0)];[([(128, 0, 0), 'Maroon'], 8075.0), ([(0, 0, 0), 'Black'], 5456.0), ([(128, 128, 0), 'Olive'], 4252.0), ([(128, 128, 128), 'Gray'], 2243.0), ([(192, 192, 192), 'Silver'], 600.0)];1565532.0;1297363.0;6828.52734375;7812.58740234375;7082.6357421875;7071.30517578125;1679168.0;201.07527742821185;False
2706;2706;oSumNo-j-oc;17;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2707;2707;oTn329CjrRA;3;['images\\maxresdefault\\2707_GB_oTn329CjrRA_0.jpg'];[False];[200];['person'];[0.82761735];"arty (ie

i

Vg

#Trophies |,

&
";[];[([(95, 95, 135), 'MediumPurple4'], 8042.0), ([(95, 135, 175), 'SteelBlue'], 6549.0), ([(78, 78, 78), 'Grey30'], 6286.0), ([(95, 135, 135), 'PaleTurquoise4'], 4331.0), ([(18, 18, 18), 'Grey7'], 3791.0)];[([(128, 128, 128), 'Gray'], 11135.0), ([(0, 0, 0), 'Black'], 3120.0), ([(255, 255, 255), 'White'], 2479.0), ([(192, 192, 192), 'Silver'], 1748.0), ([(128, 0, 0), 'Maroon'], 1111.0)];1012209.0;972339.0;5297.71044921875;4909.05517578125;5962.076171875;5412.0322265625;1679208.0;305.3670060633795;False
2708;2708;oU651Rj9QP4;2;['images\\maxresdefault\\2708_GB_oU651Rj9QP4_0.jpg'];[False];[200];['person'];[0.81614554];"      

TRACY M
é

 
";['happy', 'happy', 'fear'];[([(28, 28, 28), 'Grey11'], 12441.0), ([(18, 18, 18), 'Grey7'], 8125.0), ([(38, 38, 38), 'Grey15'], 4271.0), ([(58, 58, 58), 'Grey23'], 4160.0), ([(48, 48, 48), 'Grey19'], 3954.0)];[([(0, 0, 0), 'Black'], 11243.0), ([(128, 128, 128), 'Gray'], 3309.0), ([(128, 0, 0), 'Maroon'], 1952.0), ([(255, 255, 255), 'White'], 1267.0), ([(128, 128, 0), 'Olive'], 1096.0)];1342434.0;1060800.0;5401.5341796875;5499.16650390625;5069.57373046875;5395.685546875;1678603.0;280.41757236014183;False
2709;2709;oUingTdSjC4;6;['images\\maxresdefault\\2709_GB_oUingTdSjC4_0.jpg'];[False];[200];['person'];[0.81051975];" 
";[];[([(0, 0, 0), 'Black'], 26395.0), ([(0, 0, 95), 'NavyBlue'], 6763.0), ([(8, 8, 8), 'Grey3'], 4428.0), ([(95, 175, 255), 'SteelBlue1'], 2567.0), ([(18, 18, 18), 'Grey7'], 2491.0)];[([(0, 0, 0), 'Black'], 9126.0), ([(192, 192, 192), 'Silver'], 3459.0), ([(0, 255, 255), 'Cyan'], 2634.0), ([(0, 0, 128), 'Navy'], 2489.0), ([(0, 128, 128), 'Teal'], 2226.0)];1169757.0;1365945.0;8819.48828125;6097.556640625;10364.6669921875;8806.029296875;1679912.0;780.5646951149754;False
2710;2710;oVruAfu53z4;2;['images\\maxresdefault\\2710_GB_oVruAfu53z4_0.jpg'];[False];[200];['person'];[0.84690726];" 

WSHH EXCLUSIVE
";[];[([(238, 238, 238), 'Grey93'], 7809.0), ([(0, 0, 0), 'Black'], 5546.0), ([(228, 228, 228), 'Grey89'], 4719.0), ([(255, 255, 255), 'White'], 3733.0), ([(28, 28, 28), 'Grey11'], 2253.0)];[([(128, 128, 128), 'Gray'], 7296.0), ([(0, 0, 0), 'Black'], 4612.0), ([(255, 255, 255), 'White'], 3213.0), ([(192, 192, 192), 'Silver'], 2039.0), ([(128, 128, 0), 'Olive'], 1753.0)];1156478.0;1090333.0;4812.697265625;4504.625;3819.27978515625;4677.8935546875;1678981.0;294.01075391831597;False
2711;2711;oWjxSkJpxFU;12;['images\\maxresdefault\\2711_GB_oWjxSkJpxFU_0.jpg'];[False];[200];[];[];" 
";['surprise'];[([(8, 8, 8), 'Grey3'], 6143.0), ([(18, 18, 18), 'Grey7'], 4054.0), ([(135, 95, 95), 'LightPink4'], 3222.0), ([(28, 28, 28), 'Grey11'], 3047.0), ([(48, 48, 48), 'Grey19'], 2832.0)];[([(0, 0, 0), 'Black'], 7095.0), ([(128, 128, 128), 'Gray'], 4765.0), ([(192, 192, 192), 'Silver'], 4233.0), ([(128, 128, 0), 'Olive'], 2853.0), ([(128, 0, 0), 'Maroon'], 1531.0)];1145076.0;1070174.0;2635.7998046875;3073.1650390625;2808.891845703125;2861.656982421875;1679268.0;269.81134881592493;False
2712;2712;oWw1BcFhk-k;36;['images\\maxresdefault\\2712_GB_oWw1BcFhk-k_0.jpg'];[False];[200];['person'];[0.6700808];" 
";['neutral'];[([(28, 28, 28), 'Grey11'], 11692.0), ([(18, 18, 18), 'Grey7'], 9966.0), ([(38, 38, 38), 'Grey15'], 8738.0), ([(48, 48, 48), 'Grey19'], 7085.0), ([(58, 58, 58), 'Grey23'], 6186.0)];[([(0, 0, 0), 'Black'], 14441.0), ([(0, 0, 128), 'Navy'], 2359.0), ([(128, 128, 128), 'Gray'], 2261.0), ([(0, 128, 128), 'Teal'], 1631.0), ([(0, 128, 0), 'Green'], 13.0)];1499791.0;819505.0;8862.6943359375;7637.3505859375;9709.181640625;8600.5048828125;1679516.0;166.7492277771422;False
2713;2713;oYL6kldXWkg;13;['images\\maxresdefault\\2713_GB_oYL6kldXWkg_0.jpg'];[False];[200];['person', 'person'];[0.873168, 0.80768776];"‘f

Wt

    
";[];[([(0, 0, 0), 'Black'], 8749.0), ([(38, 38, 38), 'Grey15'], 3393.0), ([(48, 48, 48), 'Grey19'], 3373.0), ([(58, 58, 58), 'Grey23'], 3333.0), ([(68, 68, 68), 'Grey27'], 3331.0)];[([(128, 128, 128), 'Gray'], 6243.0), ([(192, 192, 192), 'Silver'], 5365.0), ([(0, 0, 0), 'Black'], 4785.0), ([(128, 128, 0), 'Olive'], 2776.0), ([(128, 0, 0), 'Maroon'], 547.0)];1224792.0;987198.0;3169.31884765625;3782.59619140625;3302.556396484375;3791.11083984375;1678308.0;345.9255233954925;False
2714;2714;oaU82_uGTQg;12;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2715;2715;oddXT5uaRb8;2;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2716;2716;odfYSiTpXpo;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2717;2717;ofdSsBKW6NU;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2718;2718;og77pfVFJTs;27;['images\\maxresdefault\\2718_GB_og77pfVFJTs_0.jpg'];[False];[200];[];[];" 

 

 
";[];[([(228, 228, 228), 'Grey89'], 16365.0), ([(215, 215, 255), 'LightSteelBlue1'], 7258.0), ([(238, 238, 238), 'Grey93'], 6184.0), ([(218, 218, 218), 'Grey85'], 5987.0), ([(175, 215, 255), 'LightSkyBlue1'], 2575.0)];[([(255, 255, 255), 'White'], 9050.0), ([(192, 192, 192), 'Silver'], 6430.0), ([(0, 0, 0), 'Black'], 2640.0), ([(128, 128, 128), 'Gray'], 1853.0), ([(0, 0, 128), 'Navy'], 517.0)];954152.0;841520.0;9519.298828125;9966.876953125;8712.697265625;9608.521484375;1680038.0;350.12641574190593;False
2719;2719;oj8JK6c5x3M;8;['images\\maxresdefault\\2719_GB_oj8JK6c5x3M_0.jpg'];[False];[200];['person', 'person'];[0.8425396, 0.76565576];" 
";['neutral'];[([(68, 68, 68), 'Grey27'], 6767.0), ([(78, 78, 78), 'Grey30'], 5596.0), ([(0, 95, 135), 'DeepSkyBlue4'], 4399.0), ([(38, 38, 38), 'Grey15'], 3573.0), ([(0, 95, 175), 'DeepSkyBlue4'], 3391.0)];[([(128, 128, 0), 'Olive'], 4933.0), ([(0, 0, 0), 'Black'], 4432.0), ([(0, 0, 128), 'Navy'], 4194.0), ([(128, 128, 128), 'Gray'], 3242.0), ([(192, 192, 192), 'Silver'], 2287.0)];1356603.0;1140756.0;5965.43798828125;4267.435546875;5758.24365234375;6125.54541015625;1679582.0;323.40796247568926;False
2720;2720;oky9_tJyvpI;10;['images\\maxresdefault\\2720_GB_oky9_tJyvpI_0.jpg'];[False];[200];['person'];[0.93765956];" 
";[];[([(48, 48, 48), 'Grey19'], 8049.0), ([(0, 0, 0), 'Black'], 7691.0), ([(58, 58, 58), 'Grey23'], 5353.0), ([(38, 38, 38), 'Grey15'], 4220.0), ([(8, 8, 8), 'Grey3'], 4194.0)];[([(128, 128, 128), 'Gray'], 7049.0), ([(0, 0, 0), 'Black'], 5732.0), ([(192, 192, 192), 'Silver'], 3228.0), ([(0, 0, 128), 'Navy'], 2866.0), ([(255, 255, 255), 'White'], 910.0)];1258270.0;1077549.0;4653.79296875;4168.0673828125;4663.2421875;4438.51171875;1679552.0;394.0912939022995;False
2721;2721;ol_ieWX8SxE;13;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2722;2722;om0h_r2TAmw;2;['images\\maxresdefault\\2722_GB_om0h_r2TAmw_0.jpg'];[False];[200];['person'];[0.91998863];" 
";[];[([(0, 0, 0), 'Black'], 4240.0), ([(175, 135, 95), 'LightSalmon3'], 3833.0), ([(135, 95, 0), 'Orange4'], 3029.0), ([(215, 175, 95), 'LightGoldenrod3'], 2658.0), ([(135, 95, 95), 'LightPink4'], 2524.0)];[([(128, 128, 128), 'Gray'], 5787.0), ([(192, 192, 192), 'Silver'], 4806.0), ([(0, 0, 0), 'Black'], 3608.0), ([(128, 128, 0), 'Olive'], 3351.0), ([(128, 0, 0), 'Maroon'], 1546.0)];871557.0;1099133.0;4464.23486328125;2172.241455078125;4834.498046875;4107.2919921875;1678443.0;279.30316897380163;False
2723;2723;op4B9sNGi0k;32;['images\\maxresdefault\\2723_GB_op4B9sNGi0k_0.jpg'];[False];[200];['person'];[0.8578593];" 
";[];[([(68, 68, 68), 'Grey27'], 5024.0), ([(28, 28, 28), 'Grey11'], 4477.0), ([(78, 78, 78), 'Grey30'], 4320.0), ([(48, 48, 48), 'Grey19'], 4122.0), ([(38, 38, 38), 'Grey15'], 3764.0)];[([(0, 0, 0), 'Black'], 7283.0), ([(128, 128, 128), 'Gray'], 7040.0), ([(192, 192, 192), 'Silver'], 4076.0), ([(0, 128, 128), 'Teal'], 922.0), ([(128, 128, 0), 'Olive'], 586.0)];1195664.0;1016702.0;3222.197509765625;4137.12109375;2801.43701171875;3970.60107421875;1678881.0;245.8447546047363;False
2724;2724;oqvGFqR2h4w;5;['images\\maxresdefault\\2724_GB_oqvGFqR2h4w_0.jpg'];[False];[200];['person', 'person', 'bottle', 'tie', 'tie'];[0.8707129, 0.7921802, 0.67138964, 0.55004483, 0.5485853];"     
 

ITT ress

REPUBLICANS PASS THEIR TAX
PLAN: A CLOSERLOOK
";['neutral', 'neutral', 'neutral', 'neutral'];[([(58, 58, 58), 'Grey23'], 8718.0), ([(68, 68, 68), 'Grey27'], 7458.0), ([(78, 78, 78), 'Grey30'], 6225.0), ([(48, 48, 48), 'Grey19'], 5612.0), ([(38, 38, 38), 'Grey15'], 3648.0)];[([(128, 128, 128), 'Gray'], 6380.0), ([(0, 0, 0), 'Black'], 2737.0), ([(192, 192, 192), 'Silver'], 2498.0), ([(0, 0, 128), 'Navy'], 2066.0), ([(0, 128, 128), 'Teal'], 1777.0)];1368582.0;1021272.0;5210.41259765625;5342.388671875;5705.32568359375;5441.3232421875;1678499.0;247.4456011897952;False
2725;2725;os5mMTl3IBs;4;['images\\maxresdefault\\2725_GB_os5mMTl3IBs_0.jpg'];[False];[200];['person', 'person', 'person'];[0.68212986, 0.62109745, 0.58992946];" 
";['happy', 'happy'];[([(255, 255, 255), 'White'], 6258.0), ([(255, 95, 0), 'OrangeRed1'], 5223.0), ([(215, 175, 175), 'MistyRose3'], 3963.0), ([(255, 0, 0), 'Red'], 2642.0), ([(135, 95, 95), 'LightPink4'], 2210.0)];[([(128, 128, 128), 'Gray'], 6065.0), ([(192, 192, 192), 'Silver'], 6023.0), ([(0, 0, 0), 'Black'], 2958.0), ([(255, 255, 255), 'White'], 2342.0), ([(255, 0, 0), 'Red'], 1446.0)];916644.0;955559.0;4047.338134765625;2508.4365234375;5060.8896484375;3732.08837890625;1678388.0;252.11634824390802;False
2726;2726;osGl1krYP-g;6;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2727;2727;ouWuzQb9vNg;23;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2728;2728;ovEH_0lHLsk;1;['images\\maxresdefault\\2728_GB_ovEH_0lHLsk_0.jpg'];[False];[200];['person'];[0.7018357];" 
";[];[([(8, 8, 8), 'Grey3'], 10922.0), ([(18, 18, 18), 'Grey7'], 9313.0), ([(0, 0, 0), 'Black'], 7981.0), ([(28, 28, 28), 'Grey11'], 7252.0), ([(38, 38, 38), 'Grey15'], 3682.0)];[([(0, 0, 0), 'Black'], 11783.0), ([(128, 128, 128), 'Gray'], 4567.0), ([(128, 0, 0), 'Maroon'], 1641.0), ([(192, 192, 192), 'Silver'], 1145.0), ([(128, 0, 128), 'Purple'], 815.0)];1337242.0;1239727.0;7162.21630859375;6198.70849609375;6642.0576171875;6997.69384765625;1679149.0;387.7208557373298;False
2729;2729;ox7RsX1Ee34;5;['images\\maxresdefault\\2729_GB_ox7RsX1Ee34_0.jpg'];[False];[200];['person', 'vase', 'person'];[0.8558489, 0.58415043, 0.5248037];" 
";['neutral'];[([(0, 0, 0), 'Black'], 12978.0), ([(215, 215, 175), 'LightYellow3'], 4786.0), ([(48, 48, 48), 'Grey19'], 3791.0), ([(58, 58, 58), 'Grey23'], 3516.0), ([(68, 68, 68), 'Grey27'], 3319.0)];[([(192, 192, 192), 'Silver'], 5488.0), ([(128, 128, 128), 'Gray'], 5376.0), ([(128, 128, 0), 'Olive'], 2998.0), ([(0, 0, 0), 'Black'], 2755.0), ([(128, 0, 0), 'Maroon'], 2079.0)];1150105.0;1063363.0;4856.0048828125;4162.94482421875;4490.07421875;4673.92724609375;1679368.0;308.0425580597186;False
2730;2730;oxI2lyW31zM;5;['images\\maxresdefault\\2730_GB_oxI2lyW31zM_0.jpg'];[False];[200];['person', 'bottle', 'sink'];[0.7253509, 0.55897576, 0.55708295];" 
";[];[([(148, 148, 148), 'Grey58'], 6303.0), ([(198, 198, 198), 'Grey78'], 6051.0), ([(188, 188, 188), 'Grey74'], 5384.0), ([(158, 158, 158), 'Grey62'], 5311.0), ([(192, 192, 192), 'Silver'], 4506.0)];[([(192, 192, 192), 'Silver'], 14060.0), ([(128, 128, 128), 'Gray'], 5838.0), ([(0, 0, 0), 'Black'], 798.0), ([(255, 255, 255), 'White'], 19.0), ([(0, 128, 128), 'Teal'], 13.0)];628581.0;1056278.0;8787.283203125;9361.9765625;8841.873046875;9027.435546875;1679756.0;232.4721427754261;False
2731;2731;oyC4lLTOyL8;10;['images\\maxresdefault\\2731_GB_oyC4lLTOyL8_0.jpg'];[False];[200];[];[];" 
  
   
  
    
  
 

oo

yesno and Fhe

ele

A

2H

abe i Bylish AX

49 two-s iB Z
rt = wor
Present 0a 0) onjugati oa ©

_infinibve__

S a Mele

iS Les —
PsA

srile Te santheaey dig

  

  

CR

tos
DCB

 
";[];[([(215, 215, 175), 'LightYellow3'], 10369.0), ([(255, 215, 175), 'NavajoWhite1'], 8669.0), ([(215, 175, 135), 'Tan'], 5460.0), ([(175, 135, 95), 'LightSalmon3'], 3311.0), ([(135, 95, 95), 'LightPink4'], 2863.0)];[([(192, 192, 192), 'Silver'], 11276.0), ([(128, 128, 128), 'Gray'], 6868.0), ([(128, 128, 0), 'Olive'], 790.0), ([(128, 0, 0), 'Maroon'], 686.0), ([(255, 255, 255), 'White'], 665.0)];1018241.0;976404.0;5443.8173828125;5743.357421875;5734.94970703125;5294.99951171875;1679443.0;219.44274110513672;False
2732;2732;ozbnTScWups;16;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2733;2733;ozkqm2ifMw8;2;['images\\maxresdefault\\2733_GB_ozkqm2ifMw8_0.jpg'];[False];[200];['person', 'person'];[0.8725201, 0.75954187];" 
";[];[([(38, 38, 38), 'Grey15'], 17783.0), ([(28, 28, 28), 'Grey11'], 14904.0), ([(0, 0, 0), 'Black'], 7680.0), ([(0, 95, 95), 'DeepSkyBlue4'], 5902.0), ([(48, 48, 48), 'Grey19'], 3128.0)];[([(0, 0, 0), 'Black'], 9428.0), ([(0, 128, 128), 'Teal'], 6697.0), ([(0, 0, 128), 'Navy'], 1836.0), ([(128, 128, 128), 'Gray'], 1640.0), ([(128, 128, 0), 'Olive'], 526.0)];1466553.0;704063.0;9624.673828125;8069.20361328125;10533.607421875;8755.8046875;1679967.0;302.0606337947603;False
2734;2734;p03TIGqEc8o;27;['images\\maxresdefault\\2734_GB_p03TIGqEc8o_0.jpg'];[False];[200];['person', 'person'];[0.71566737, 0.6832353];" 
";['happy'];[([(238, 238, 238), 'Grey93'], 7698.0), ([(215, 175, 175), 'MistyRose3'], 4226.0), ([(175, 135, 135), 'RosyBrown'], 2284.0), ([(18, 18, 18), 'Grey7'], 2159.0), ([(135, 95, 95), 'LightPink4'], 1906.0)];[([(128, 128, 128), 'Gray'], 6212.0), ([(192, 192, 192), 'Silver'], 5256.0), ([(255, 255, 255), 'White'], 3193.0), ([(0, 128, 128), 'Teal'], 1281.0), ([(255, 255, 0), 'Yellow'], 1257.0)];972810.0;1031477.0;4112.67578125;3490.868896484375;3805.80224609375;4474.951171875;1678661.0;296.1353392060405;False
2735;2735;p09c0MXDxto;8;['images\\maxresdefault\\2735_GB_p09c0MXDxto_0.jpg'];[False];[200];[];[];"3 28

a
ee

STAR.

LAS T JEDI

‘WARS

   

te an) EXPLAINED [:

iy
";['angry', 'neutral'];[([(0, 0, 0), 'Black'], 10928.0), ([(95, 0, 0), 'DarkRed'], 9821.0), ([(8, 8, 8), 'Grey3'], 9532.0), ([(18, 18, 18), 'Grey7'], 7258.0), ([(255, 255, 255), 'White'], 4565.0)];[([(0, 0, 0), 'Black'], 10890.0), ([(255, 255, 255), 'White'], 3627.0), ([(128, 0, 0), 'Maroon'], 2536.0), ([(128, 128, 128), 'Gray'], 2021.0), ([(192, 192, 192), 'Silver'], 1032.0)];1279352.0;1217386.0;7025.11328125;7902.6025390625;4952.4169921875;7987.4658203125;1678968.0;217.61285894062465;False
2736;2736;p1DAEZNyJ8E;36;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2737;2737;p3r_puQXbJA;5;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2738;2738;p4HrpCPquk4;3;['images\\maxresdefault\\2738_GB_p4HrpCPquk4_0.jpg'];[False];[200];[];[];" 
";[];[([(0, 135, 215), 'DeepSkyBlue3'], 6835.0), ([(0, 0, 0), 'Black'], 6132.0), ([(215, 0, 135), 'DeepPink3'], 3118.0), ([(175, 175, 175), 'Grey69'], 2852.0), ([(95, 95, 175), 'SlateBlue3'], 2792.0)];[([(192, 192, 192), 'Silver'], 7031.0), ([(0, 0, 0), 'Black'], 4867.0), ([(128, 128, 128), 'Gray'], 4834.0), ([(255, 255, 255), 'White'], 1217.0), ([(0, 255, 255), 'Cyan'], 860.0)];986454.0;1056303.0;5246.5;4988.21630859375;2983.46240234375;4032.7412109375;1678601.0;199.9073332570644;False
2739;2739;p55AlBd8XDU;31;['images\\maxresdefault\\2739_GB_p55AlBd8XDU_0.jpg'];[False];[200];['person', 'person'];[0.70102787, 0.5353344];"cn i

 
";['sad', 'sad', 'happy'];[([(8, 8, 8), 'Grey3'], 5997.0), ([(175, 135, 95), 'LightSalmon3'], 5040.0), ([(135, 95, 95), 'LightPink4'], 5007.0), ([(18, 18, 18), 'Grey7'], 4776.0), ([(28, 28, 28), 'Grey11'], 4002.0)];[([(0, 0, 0), 'Black'], 7032.0), ([(128, 128, 128), 'Gray'], 5432.0), ([(128, 0, 0), 'Maroon'], 3183.0), ([(192, 192, 192), 'Silver'], 1975.0), ([(128, 128, 0), 'Olive'], 1543.0)];1065823.0;1083033.0;3380.9013671875;3936.62158203125;3287.41748046875;3162.42578125;1678123.0;385.7886969454296;False
2740;2740;p5HH2UfZ2wE;23;['images\\maxresdefault\\2740_GB_p5HH2UfZ2wE_0.jpg'];[False];[200];['dog', 'dog'];[0.67416006, 0.62101454];" 
";[];[([(38, 38, 38), 'Grey15'], 4007.0), ([(28, 28, 28), 'Grey11'], 3701.0), ([(48, 48, 48), 'Grey19'], 3183.0), ([(255, 95, 135), 'IndianRed1'], 3084.0), ([(18, 18, 18), 'Grey7'], 2772.0)];[([(0, 0, 0), 'Black'], 7128.0), ([(192, 192, 192), 'Silver'], 6137.0), ([(128, 128, 128), 'Gray'], 4557.0), ([(255, 255, 255), 'White'], 1838.0), ([(128, 0, 0), 'Maroon'], 492.0)];977545.0;990142.0;3750.164794921875;3733.97412109375;3382.57373046875;3406.17626953125;1678726.0;301.6432902413911;False
2741;2741;p5N6tFob_Rw;26;['images\\maxresdefault\\2741_GB_p5N6tFob_Rw_0.jpg'];[False];[200];['person', 'person'];[0.9515488, 0.86303383];;[];[([(175, 135, 95), 'LightSalmon3'], 9724.0), ([(175, 95, 95), 'IndianRed'], 9510.0), ([(135, 95, 95), 'LightPink4'], 8960.0), ([(215, 135, 135), 'LightPink3'], 6060.0), ([(215, 175, 135), 'Tan'], 3787.0)];[([(128, 128, 128), 'Gray'], 13629.0), ([(192, 192, 192), 'Silver'], 4023.0), ([(255, 255, 255), 'White'], 1173.0), ([(128, 128, 0), 'Olive'], 918.0), ([(128, 0, 0), 'Maroon'], 813.0)];732792.0;1028799.0;7562.13623046875;7280.14453125;8138.21728515625;7403.7802734375;1679304.0;221.53872554627617;False
2742;2742;p6E9R9qv1No;34;['images\\maxresdefault\\2742_GB_p6E9R9qv1No_0.jpg'];[False];[200];['person', 'person', 'person'];[0.6380307, 0.5484767, 0.52860844];" 
";['happy'];[([(175, 0, 0), 'Red3'], 3775.0), ([(175, 95, 95), 'IndianRed'], 3072.0), ([(135, 95, 95), 'LightPink4'], 1936.0), ([(208, 208, 208), 'Grey82'], 1881.0), ([(48, 48, 48), 'Grey19'], 1580.0)];[([(128, 128, 128), 'Gray'], 6660.0), ([(192, 192, 192), 'Silver'], 5168.0), ([(128, 0, 0), 'Maroon'], 2523.0), ([(128, 128, 0), 'Olive'], 1681.0), ([(255, 0, 0), 'Red'], 1411.0)];1046985.0;1056646.0;4019.1162109375;3021.6826171875;4526.927734375;3287.95068359375;1678002.0;370.70060633794765;False
2743;2743;p6keMgLmFEk;1;['images\\maxresdefault\\2743_GB_p6keMgLmFEk_0.jpg'];[False];[200];[];[];" 
";['sad', 'fear'];[([(175, 175, 135), 'NavajoWhite3'], 15493.0), ([(0, 0, 0), 'Black'], 11520.0), ([(215, 175, 175), 'MistyRose3'], 7924.0), ([(175, 175, 175), 'Grey69'], 6323.0), ([(175, 135, 135), 'RosyBrown'], 4234.0)];[([(192, 192, 192), 'Silver'], 13973.0), ([(128, 128, 128), 'Gray'], 5290.0), ([(128, 128, 0), 'Olive'], 618.0), ([(255, 255, 0), 'Yellow'], 555.0), ([(0, 128, 128), 'Teal'], 238.0)];573466.0;1375808.0;11464.810546875;10298.427734375;11556.236328125;11618.705078125;1679743.0;198.90115547420203;False
2744;2744;p8XP7A7kvzM;14;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2745;2745;p8npDG2ulKQ;10;['images\\maxresdefault\\2745_GB_p8npDG2ulKQ_0.jpg'];[False];[200];['person'];[0.5074887];" 
";[];[([(0, 0, 0), 'Black'], 21998.0), ([(8, 8, 8), 'Grey3'], 11207.0), ([(18, 18, 18), 'Grey7'], 8464.0), ([(28, 28, 28), 'Grey11'], 3915.0), ([(95, 0, 0), 'DarkRed'], 2048.0)];[([(0, 0, 0), 'Black'], 14872.0), ([(192, 192, 192), 'Silver'], 1836.0), ([(128, 0, 128), 'Purple'], 1300.0), ([(128, 128, 128), 'Gray'], 1086.0), ([(255, 255, 255), 'White'], 942.0)];1264733.0;1312043.0;10246.302734375;8703.298828125;7984.095703125;11219.037109375;1679861.0;603.5898638599703;False
